x,y,z,rx,ry,rz,时间戳(秒)
400.0,119.244,200.0,180.0,0.0,0.0,9.76
400.0,119.494,200.0,180.0,0.0,0.0,9.77
400.0,119.745,200.0,180.0,0.0,0.0,9.78
400.0,119.995,200.0,180.0,0.0,0.0,9.79
400.0,120.245,200.0,180.0,0.0,0.0,9.8
400.0,120.495,200.0,180.0,0.0,0.0,9.81
400.0,120.746,200.0,180.0,0.0,0.0,9.82
400.0,120.996,200.0,180.0,0.0,0.0,9.83
400.0,121.246,200.0,180.0,0.0,0.0,9.84
400.0,121.496,200.0,180.0,0.0,0.0,9.85
400.0,121.747,200.0,180.0,0.0,0.0,9.86
400.0,121.997,200.0,180.0,0.0,0.0,9.87
400.0,122.247,200.0,180.0,0.0,0.0,9.88
400.0,122.497,200.0,180.0,0.0,0.0,9.89
400.0,122.748,200.0,180.0,0.0,0.0,9.9
400.0,122.998,200.0,180.0,0.0,0.0,9.91
400.0,123.248,200.0,180.0,0.0,0.0,9.92
400.0,123.498,200.0,180.0,0.0,0.0,9.93
400.0,123.749,200.0,180.0,0.0,0.0,9.94
400.0,123.999,200.0,180.0,0.0,0.0,9.95
400.0,124.249,200.0,180.0,0.0,0.0,9.96
400.0,124.499,200.0,180.0,0.0,0.0,9.97
400.0,124.75,200.0,180.0,0.0,0.0,9.98
400.0,125.0,200.0,180.0,0.0,0.0,9.99
