x,y,z,rx,ry,rz
304.0266587725809,-6.599367142993215,200.0,180,0,0
304.022003026878,-6.599578668477579,200.0,180,0,0
304.0256267107256,-6.588718345751824,200.0,180,0,0
304.027530291481,-6.591873097261475,200.0,180,0,0
304.0269110543678,-6.585660291606452,200.0,180,0,0
304.05125624679977,-6.5773020131814555,200.0,180,0,0
304.2086686144462,-6.540182312468273,200.0,180,0,0
304.39948538414365,-6.508846322856119,200.0,180,0,0
304.66511517099894,-6.557025784608885,200.0,180,0,0
304.99858582381154,-6.489053581104952,200.0,180,0,0
305.21538761755556,-6.519748950678747,200.0,180,0,0
305.5595687789558,-6.547343961010298,200.0,180,0,0
305.73653298508384,-6.561866696408178,200.0,180,0,0
305.89143400221565,-6.4360573818939635,200.0,180,0,0
306.0260378028592,-6.3542453681273825,200.0,180,0,0
306.13188147980077,-6.318171207665483,200.0,180,0,0
306.2653614797574,-6.224278066949105,200.0,180,0,0
306.2907157993368,-6.192289370128059,200.0,180,0,0
306.293101008958,-6.194749109331944,200.0,180,0,0
306.3248082426247,-6.2083109146722855,200.0,180,0,0
306.3536142357425,-6.184245358136973,200.0,180,0,0
306.3659989780065,-6.14874533827549,200.0,180,0,0
306.4071094419107,-6.097278166137187,200.0,180,0,0
306.4827595759067,-6.000333014860705,200.0,180,0,0
306.6000935415043,-5.954867122893061,200.0,180,0,0
306.7677462562265,-5.928559396223494,200.0,180,0,0
306.9821169709335,-5.88784376227613,200.0,180,0,0
307.34446242098755,-5.846396854511396,200.0,180,0,0
307.5475492594096,-5.858689506945555,200.0,180,0,0
307.82871731086465,-5.865222622619759,200.0,180,0,0
308.0121835066813,-5.8755994585241105,200.0,180,0,0
308.259580200759,-5.877769105635155,200.0,180,0,0
308.38742972992713,-5.861602515044507,200.0,180,0,0
308.518191966998,-5.855329273536808,200.0,180,0,0
308.6448718260634,-5.873067196297015,200.0,180,0,0
308.8235332005758,-5.87442700298221,200.0,180,0,0
308.848921922217,-5.86098002576195,200.0,180,0,0
308.9179095235692,-5.853649156832434,200.0,180,0,0
309.1379107090648,-5.86414082085687,200.0,180,0,0
309.2059694547471,-5.895857556340878,200.0,180,0,0
309.3383371213708,-5.886876788633326,200.0,180,0,0
309.3691843034913,-5.874801705268796,200.0,180,0,0
309.5614230250784,-5.887009747509211,200.0,180,0,0
309.7939694957932,-5.960028344711533,200.0,180,0,0
310.29515020009774,-5.994972354728403,200.0,180,0,0
310.57967818625957,-6.071097354758238,200.0,180,0,0
310.9996814919651,-6.114278771494754,200.0,180,0,0
311.360513251298,-6.084175673277177,200.0,180,0,0
311.72745711028534,-6.19020433321076,200.0,180,0,0
312.00385474249794,-6.267127086495907,200.0,180,0,0
312.4173445911609,-6.156771219510772,200.0,180,0,0
312.5837358969487,-6.175482159499051,200.0,180,0,0
312.9040649621367,-6.19789177367106,200.0,180,0,0
313.14302168370864,-6.1838283507535134,200.0,180,0,0
313.31835752557606,-6.141849607485235,200.0,180,0,0
313.4255772849914,-6.1312249845849145,200.0,180,0,0
313.4686716011286,-6.116182500854026,200.0,180,0,0
313.46681388978897,-6.125501709336561,200.0,180,0,0
313.463281944773,-6.111256978860988,200.0,180,0,0
313.46754780044165,-6.133382544525423,200.0,180,0,0
313.57067371449756,-6.137752056673849,200.0,180,0,0
313.7218478415962,-6.115106742676406,200.0,180,0,0
313.9111279858646,-6.108603844928541,200.0,180,0,0
314.00266040507887,-6.149204650755823,200.0,180,0,0
314.1435024462702,-6.173221858608994,200.0,180,0,0
314.3730444702506,-6.212420552654207,200.0,180,0,0
314.48373883791226,-6.245140523292626,200.0,180,0,0
314.7108383155017,-6.239906778450942,200.0,180,0,0
314.9657805284773,-6.334803154321731,200.0,180,0,0
315.3655095524024,-6.3106892491042785,200.0,180,0,0
315.6235250162361,-6.468197168346698,200.0,180,0,0
315.97499941474734,-6.481190876671892,200.0,180,0,0
316.37426974451455,-6.504966341114363,200.0,180,0,0
316.79739217049394,-6.5255870540471825,200.0,180,0,0
317.0999927064781,-6.499104063404858,200.0,180,0,0
317.30665735933195,-6.50414441351798,200.0,180,0,0
317.6730163832679,-6.599874804155687,200.0,180,0,0
317.988896115124,-6.602038407681464,200.0,180,0,0
318.3528699294388,-6.525538705365043,200.0,180,0,0
318.4876113383297,-6.480906828164319,200.0,180,0,0
318.8048900873675,-6.56546262964236,200.0,180,0,0
319.1587038260842,-6.67852602282735,200.0,180,0,0
319.49185339298623,-6.753224736734046,200.0,180,0,0
319.7730443791492,-6.801766813602863,200.0,180,0,0
320.04672424847615,-6.763486744518315,200.0,180,0,0
320.27927071919095,-6.800509747867216,200.0,180,0,0
320.46255343734447,-6.867164449782828,200.0,180,0,0
320.676362251708,-6.940358310957907,200.0,180,0,0
321.0103374680943,-6.922928611046346,200.0,180,0,0
321.27745801096285,-6.809260859334603,200.0,180,0,0
321.50037190436126,-6.7859447073724635,200.0,180,0,0
321.80121793519135,-6.764610851378077,200.0,180,0,0
322.06563218252813,-6.7030871533546,200.0,180,0,0
322.3586230759037,-6.6693095552943635,200.0,180,0,0
322.4828374538702,-6.659621688110509,200.0,180,0,0
322.7985451754172,-6.546558294925519,200.0,180,0,0
322.979545890135,-6.573681905606203,200.0,180,0,0
323.0803209966315,-6.579828231823284,200.0,180,0,0
323.2335592474408,-6.584088959436893,200.0,180,0,0
323.3889074913766,-6.542599746575285,200.0,180,0,0
323.55270717517215,-6.469520713520288,200.0,180,0,0
323.62934350160776,-6.465562165170055,200.0,180,0,0
323.65523678682274,-6.449171961924508,200.0,180,0,0
323.71556653594405,-6.4429591562694855,200.0,180,0,0
323.7118855153266,-6.452665154209142,200.0,180,0,0
323.7123671441925,-6.447848416750919,200.0,180,0,0
323.7106699758082,-6.447491845220134,200.0,180,0,0
323.72686187958294,-6.410831456987285,200.0,180,0,0
323.7804946939985,-6.397112518429986,200.0,180,0,0
